CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
,825.6,96.08,42.565,153.88,89.71,95.5,,,171.3569
122.15,825.83,96.04,42.58,,,95.53,,,171.3422
122.1375,825.6699999999998,96.06,42.58,153.8,89.7,95.52,22.42,23.22,171.365
122.16,825.95,96.12,42.59,153.87,89.78,95.53,22.45,23.25,171.46
122.18,,96.13,42.6,153.9,89.76,95.55,,,171.46
,825.85,96.12,42.6,153.89,89.76,95.535,,,171.38
122.22,826.0399999999998,96.13,42.61,153.94999999999996,89.79999999999998,95.54,22.44,23.24,171.41
122.1912,825.95,,42.59,153.94999999999996,89.76999999999998,95.57,22.41,23.22,171.42
122.16,825.75,,42.58,153.91,89.75,95.54,22.41,23.22,171.42
122.08,825.87,96.05,42.58,153.93,89.80169999999998,95.55,22.41,23.225,171.34
122.1,825.75,96.045,42.56,153.9,89.78,95.56,,23.225,171.37
122.1,825.74,96.05,42.56,153.905,89.79,95.54,,23.24,171.43
122.14,,,42.56,153.89,89.79,95.5575,22.44,,171.33
122.11000000000003,825.71,96.07,42.56,153.84,89.76,95.52,22.43,23.25,171.36
122.0846,825.5399999999998,96.07,42.55,153.82,89.75,95.48,22.41,23.25,
122.0781,825.68,96.079,42.56,153.86,89.7,95.45,22.43,23.24,
122.03,825.72,96.05,42.5522,153.87,89.7,95.46,22.41,23.2225,171.28
122.03,825.73,,42.555,153.83,89.68999999999998,95.49,22.42,23.22,171.26
122.04,825.84,96.06,42.56,153.8909,89.65999999999998,95.49,22.4341,23.23,171.29
122.06,825.93,96.08,42.57,,89.62999999999998,95.48,,23.24,171.31
122.13,826.0499999999998,96.08,42.58,153.87,89.75,95.45,22.43,23.26,171.37
122.21,826.1499999999999,96.1,42.59,153.9,89.73999999999998,95.47,,23.25,
122.18,825.88,96.12,42.58,153.88,89.695,95.49,22.44,23.24,171.37
122.1,825.87,96.075,42.57,153.87,89.7,95.47,22.43,23.24,171.27
,826.0299999999999,96.05,42.58,153.88,89.7,95.465,22.44,23.245,
122.09,826.06,,42.58,153.83,89.73,95.48,,,171.24
122.09,825.9976,96.06,42.57,153.81,89.71,95.475,22.41,23.25,171.2601
,826.1,96.05,,,89.7,95.49,22.41,23.26,171.44999999999996
122.07,826.0,96.045,42.57,153.83,89.72,95.48,22.42,,171.44999999999996
122.07,826.01,96.045,42.57,153.79,89.68,95.46,22.45,23.25,171.41
,825.82,96.03,42.54,153.77,89.65999999999998,95.41,22.45,23.245,
121.97,825.86,96.0,42.53,153.655,89.59999999999998,95.39,22.41,23.23,
121.92,825.73,96.0,42.53,153.65,89.54999999999998,95.41,22.405,23.22,
,825.7998999999999,95.97,42.53,153.59,89.51999999999998,95.395,,23.21,
121.91,825.8999999999999,95.95,42.51,153.56,89.47,95.41,22.3877,23.2,171.21
121.88,825.68,95.9,42.51,153.54,89.43999999999998,95.41,22.33,23.18,171.21
121.88,825.69,95.86000000000003,42.51,,89.485,95.37,,23.18,171.16
121.88,825.58,95.88,42.505,,89.53,95.3,22.36,23.21,171.15
121.855,825.46,95.84,42.5,153.55,89.51999999999998,95.31,22.38,23.2,171.19999999999996
121.841,,95.86000000000003,42.51,153.555,89.53,95.3,,23.22,171.17
121.89,825.64,95.86000000000003,42.515,153.55,89.545,95.35,22.4,23.24,171.1
122.01,825.63,95.89,42.5325,153.66,89.59,95.42,22.4,23.245,171.11
122.0,825.62,95.86000000000003,42.535,153.67,89.57,95.43,,23.235,171.14
122.02,825.72,95.86000000000003,42.55,153.72999999999996,89.58,95.42,,23.2325,171.14
,825.7698,95.86000000000003,,153.72,89.57,95.43,,23.23,171.19
122.03,825.87,95.9,42.57,153.74,89.47,95.45,22.41,23.23,171.19099999999997
121.99,825.7899999999998,95.87,42.56,153.68,89.51,95.43,22.43,23.235,
121.935,825.77,95.85,42.55,153.74,89.4942,95.46,22.41,23.24,171.25
,825.69,95.8,42.54,153.76,89.46,95.42,22.4,23.21,171.25
121.93,825.52,95.8,42.52,153.64,89.43,,22.42,23.235,171.18
121.87,825.4099999999999,95.75,42.52,,89.37999999999998,95.35,22.42,23.25,171.17
121.93,825.5,95.79,42.52,153.72,89.36,95.38,22.39,23.25,171.21
121.9,825.38,95.74,42.52,153.69999999999996,89.29999999999998,95.38,,23.25,
121.85,825.1,95.73,42.51,153.69,89.23999999999998,95.41,,23.26,171.12
121.8,824.86,95.695,42.48,153.64,89.2,95.4,22.4,23.24,171.1
121.71,824.75,95.62,42.46,153.57,89.09,95.33,,23.23,170.97
121.65,824.51,95.62,42.45,153.525,89.04999999999998,95.27,22.37,23.21,170.94
121.66,824.5349999999999,95.63,42.44,153.54,89.01999999999998,95.29,22.37,23.25,
121.64,824.6749999999998,95.62,42.44,153.5,89.06,95.31,22.3899,,171.0
121.59,824.695,95.54,42.44,153.44,88.98,95.295,,23.24,171.0
121.62,824.74,95.53,42.43,153.465,88.97,95.265,22.38,23.25,171.0
121.62,824.59,95.56,42.43,153.47999999999996,88.98999999999998,95.2425,22.36,23.22,170.945
121.55,824.45,95.52,42.41,153.395,88.96,95.28,22.38,23.25,170.92
121.61000000000003,824.5299999999999,95.52,42.43,153.52,89.11,95.32,22.38,23.26,171.0
121.63,824.2999999999998,95.5,42.42,153.49,89.01,95.31,22.3799,23.25,171.08
121.67,824.245,95.51,42.41,153.41,89.09,95.31,22.37,23.22,171.12
121.7,824.58,95.55,42.42,153.53,89.18,95.33,22.35,23.225,171.21900000000002
121.755,824.815,95.58,42.435,153.64,89.18,95.36000000000003,22.4,23.27,171.32
121.91,825.345,95.63,42.49,153.82,89.36,95.45,22.39,23.29,171.49
121.86000000000003,825.2427,95.615,42.49,153.81,89.39,95.43,22.4,23.27,171.43
121.85,824.875,95.64,42.515,153.9,89.23999999999998,95.45,22.38,23.245,171.44999999999996
121.87,824.6,95.69,42.48,153.84,89.22,95.42,22.37,23.28,171.39
121.845,824.43,95.6875,42.47,153.82,89.23999999999998,95.405,22.385,23.265,171.36
121.82,824.63,95.67,42.46,153.81,89.18,95.43,22.33,23.24,171.35
121.805,824.61,95.675,42.45,153.79,89.14,95.42,22.35,23.26,171.32
121.83,824.6,95.66,42.45,153.815,89.2,95.43,22.36,23.26,171.39
121.83,824.76,95.63,42.46,153.845,89.22,95.405,22.35,23.255,171.32
121.8,824.82,95.64,42.46,153.75,89.11,95.41,22.36,23.26,171.29
121.71,824.495,95.615,42.46,153.69999999999996,89.14,95.41,22.35,23.255,171.22
121.68,824.12,95.52,42.435,153.62,89.12,95.4,22.36,23.25,171.25
121.68,823.56,95.5,42.42,153.6,89.14,95.33,22.34,23.25,171.14
122.14,825.01,95.74,42.54,153.69999999999996,88.23,94.52,22.4,23.29,171.25
122.27,825.4199999999998,96.1895,42.54,153.84,88.5283,94.4,22.413,23.21,171.32
122.55,826.86,95.5,42.4601,153.59,88.73999999999998,94.4,,23.275,171.4705
,826.7999999999998,95.6,42.46,153.39,88.64,94.39,22.53,,171.43
122.475,826.98,95.74,42.55,,88.90999999999998,94.78,22.485,23.34,171.65
122.32,827.395,,42.47,,88.64,94.66,,23.43,171.5025
122.27,828.2899999999998,95.5,42.53,153.97,88.775,94.68,,,171.32
122.15,828.88,95.64,42.54,154.11,89.33,94.865,,23.36,171.28
122.11000000000003,828.36,95.662,42.51,154.56,89.314,94.89,,23.42,
122.11000000000003,828.5299999999999,95.55,42.5,,89.21009999999998,95.15,,,171.22
122.18,828.34,,42.5,,89.28,94.9,,,171.13
122.245,827.81,95.53,42.57,,89.62,94.57,,,
,827.83,95.48,42.51,154.53,89.67,94.54,,,170.94999999999996
122.23,827.9674999999999,95.49,42.47,,89.47,94.48,22.51,23.34,170.9501
,828.2961,95.45,,154.31,89.4231,94.49,22.51,,171.06
122.17,827.985,95.5146,42.46,154.5,89.25,94.51,,23.33,171.135
122.07,828.6998999999998,95.515,42.51,154.5,89.57,94.55,22.51,23.27,171.19
122.02,828.21,95.47,42.49,154.4432,89.54,94.52,,23.27,171.10499999999996
121.99,828.02,,42.52,154.5,89.43999999999998,94.53,22.495,23.312,171.1501
,827.9910000000001,95.48,42.5,154.44999999999996,89.17,94.54,22.49,,171.19
122.19,828.13,,42.52,154.42,89.25,94.5701,,,171.11
122.28,827.98,95.41,42.54,154.43,89.33,94.51,22.5,,171.07499999999996
122.29,828.0,95.41,42.53,154.5,89.34999999999998,94.53,22.56,23.35,171.02
122.36000000000003,828.2052999999999,95.42,42.53,154.55,89.31,94.5,22.5612,23.35,171.135
,828.74,95.43,42.54,154.67,89.26,94.56,22.64,23.41,171.19
,828.49,,42.59,154.72999999999996,89.335,94.68,,,
122.51,828.7263,95.44,42.59,154.76,89.54999999999998,94.7,22.57,23.39,171.35
122.36000000000003,829.0076,95.39,42.58,154.79,89.56,94.67,,,171.46
,828.825,95.395,,154.8,90.1,94.71,,,171.39
122.45,829.69,95.36000000000003,,154.64,90.53,94.62,,,171.44999999999996
,829.2899999999998,95.3668,42.55,154.685,90.2,94.67,,23.4,171.44999999999996
122.4,829.83,95.38,42.55,154.495,90.15,94.67,22.59,,171.62
122.36000000000003,829.1503,95.36000000000003,42.59,154.63,90.27,94.66,,,171.595
122.26,829.3725,95.34,42.59,154.68,90.33,94.62,22.6063,,171.59
122.36000000000003,830.59,95.3799,42.6,154.82,90.48,94.71,,,171.685
,830.2999999999998,95.4,42.59,154.84,90.3,94.75,22.65,23.46,171.82
122.46,830.43,95.38,42.61,154.94999999999996,90.3,94.805,22.62,23.44,
122.45,830.71,95.4,42.64,155.03,90.24,94.93,22.6239,,171.94
,830.99,95.37,42.64,155.05,90.09,94.79,,,172.08
122.325,830.88,95.4,42.65,155.1237,90.19,94.74,,,172.185
122.42,831.4099999999999,95.4,42.64,155.04,90.2,94.72,22.62,23.391,172.27
122.37,831.3359,95.32,42.66,155.09,90.115,94.78,22.61,,172.29
122.34,831.0299999999999,95.335,42.65,155.12,90.22,94.78,,,172.3
,831.23,95.25,42.66,155.1,90.295,94.8,22.58,23.37,172.33
122.28,831.19,95.25,42.65,154.97,90.54,94.93,22.57,23.37,172.41
,831.36,95.265,42.66,155.09,90.68,94.89,,23.37,172.31
122.36000000000003,832.34,95.32,42.66,155.27,90.64,94.94,,,172.41
122.39,832.36,95.37,42.64,155.26,90.53,94.97,22.6,23.39,172.5
122.35,832.2999999999998,95.35,42.62,155.245,90.67,95.03,,,172.4
122.45,832.69,95.35,42.65,155.27,90.68,95.13,,23.35,172.475
122.43,832.32,95.28,42.65,155.26,,95.17,,,172.47999999999996
122.46,831.99,95.3283,42.65,155.2675,90.7,95.17,22.6,,
122.44,832.49,,42.64,155.33,90.68,95.21,22.58,23.37,172.47999999999996
,832.7899999999998,95.32,42.65,155.32,90.6,95.225,22.6,23.4,172.47999999999996
,832.37,95.26,42.65,155.3191,90.46,95.27,22.57,23.38,172.39
122.4,832.2555,95.26,42.65,155.31,90.43,95.32,,23.38,172.35
122.35,832.2636,95.23,42.64,155.175,90.41,95.3,,23.38,172.32
122.28,832.3999999999999,,42.64,155.12,90.51,95.33,,23.38,172.335
122.32,832.6,95.2,42.64,155.14,90.55,95.38,,23.375,172.3272
,832.35,95.21,42.63,155.1399,90.6,95.36000000000003,,,172.35
,831.98,95.205,42.615,155.25,90.64,95.34,,,172.2956
122.41,832.22,95.3,42.64,155.29,90.58,95.395,22.5801,23.4,172.46
,832.35,95.25,42.62,155.19,90.51,95.36000000000003,22.58,23.39,172.33
122.44,832.75,,42.63,155.16,90.64,95.45,22.66,23.44,172.33
,832.72,95.265,42.63,155.16,90.6,95.54,,,172.31
122.36000000000003,832.45,95.24,42.57,155.02,90.62,95.5,22.66,,172.21
122.35,832.35,95.24,42.58,155.06,90.58,95.42,22.63,,172.18
,832.1415,95.24,42.56,154.94999999999996,90.635,95.38,,,172.08
122.3,832.33,95.25,42.55,154.89,90.5,95.45,,,172.04
122.2152,832.22,95.22,42.54,154.89,90.38,95.38,22.615,23.39,171.9401
122.26,832.195,95.22,42.54,154.88,90.37,95.49,22.615,,172.05
122.29,832.3999999999999,95.2,42.52,154.94,90.39,95.52,22.63,,172.05
,832.5,95.18,42.51,154.94999999999996,90.24,95.49,,23.39,172.13749999999996
,832.38,95.13,42.51,154.88,90.18,95.44,22.62,23.385,172.015
122.23,832.19,95.09,42.51,,90.0,95.4003,22.62,,172.015
122.27,832.32,95.1017,42.51,154.885,90.01,95.46,22.62,23.39,171.94999999999996
122.23,832.19,,42.505,154.821,90.01999999999998,95.46,,23.385,172.02
122.3,832.48,95.14,42.52,154.84,90.08,95.45,,23.39,172.0
122.3141,832.74,95.1768,42.52,154.88,90.135,95.5,,,172.09
122.329,832.69,95.17,42.525,154.93,90.08,95.415,,23.38,172.04
122.2802,832.74,95.17,42.51,154.93,90.095,95.34,,,171.9001
122.27,,95.16,42.52,154.86,90.06,95.41,,23.38,172.03
122.28,832.7999999999998,95.26,42.54,154.85499999999996,90.0,95.42,,,
122.28,832.6,95.27,42.55,154.84,90.07,95.45,,23.39,
122.28,,95.26,42.535,154.86,90.075,95.49,22.61,,
122.26,832.6653,95.31,42.53,154.92,90.055,95.49,22.59,23.395,172.11
122.22,832.745,95.31,42.55,154.97,90.01,95.52,22.57,23.4,
122.365,832.7999999999998,95.35,42.56,155.01,90.06,95.54,22.61,,172.19999999999996
122.3,832.8853,95.3,42.57,154.9176,90.0,95.49,,,172.19999999999996
,832.73,95.3,42.58,154.9,90.06499999999998,95.48,22.6,,172.21
,832.5618,95.31,42.58,154.99,90.15,95.51,22.55,23.38,172.22999999999996
122.36000000000003,832.74,95.31,42.59,155.0,90.205,95.57,22.58,23.38,172.22
122.32,832.985,95.28,42.585,154.89,90.13,95.59,,23.38,
,832.5299999999999,95.25,42.58,154.96,90.0,95.56,,23.38,172.24
122.27,832.465,95.28,42.58,154.92,89.97,95.56,22.56,,172.19999999999996
122.21,832.72,95.25,42.59,,89.84999999999998,95.58,,23.38,172.085
122.29,832.5,95.259,42.59,155.0,89.98999999999998,95.62,,,172.09
122.3,832.5,95.28,42.58,155.0,89.82,95.555,22.56,23.39,172.07499999999996
122.239,832.355,95.26,42.57,154.94999999999996,89.89,95.52,,,172.04
,832.21,,42.58,,89.84999999999998,95.52,,23.385,171.9801
122.27,832.45,95.23,42.58,154.94999999999996,89.86,95.52,,,172.0
122.35,832.7,95.23,42.58,,89.86499999999998,95.48500000000003,,23.38,171.99
122.36000000000003,,95.27,42.59,155.0,89.83,95.51,22.545,,171.94999999999996
,832.7,95.26,42.6,155.0,89.84,95.49,,23.38,172.02
122.35,832.64,95.25,42.6,155.0,89.89,95.5097,,23.38,171.9501
122.37,833.0,95.211,42.6,155.05,89.96,,,23.39,172.09
122.39,833.1,95.2,42.61,155.09,89.87999999999998,95.53,,23.37,172.17
122.37,833.0399999999998,95.19,42.62,,89.76999999999998,95.5,,23.36,172.19999999999996
122.39,833.1626,95.19,42.645,155.14,89.83,95.59,,23.34,172.29
122.39,833.27,95.2132,42.64,155.14,,95.56,,23.34,172.2501
,833.0,95.2379,42.63,155.12,89.86,95.62,22.55,23.35,
122.42,,95.2,42.63,155.0845,89.82,95.62,22.58,23.35,172.4
122.35,832.69,95.18,42.62,155.10499999999996,89.83,95.59,22.58,23.35,172.42
122.3,832.4099999999999,95.19,42.615,155.04,89.89,95.55,,,172.3836
122.3,832.24,95.17,42.625,155.06,89.86,95.54,22.58,23.35,
,832.3003,95.18,42.63,155.05,89.86499999999998,95.55,22.57,,172.4
,832.38,,42.63,155.04,89.89499999999998,95.605,,23.34,172.37
122.28,832.38,95.2,42.64,155.08,89.89,95.63,22.53,23.28,172.4
122.28,832.23,95.19,42.62,155.0,89.81,95.63,22.5,23.27,172.44
,,95.23,42.62,,89.79999999999998,95.65,,23.27,172.49
122.36000000000003,832.25,,42.625,155.05,89.84999999999998,95.63,,23.27,172.49
122.39,832.1499999999999,95.27,42.63,155.03,89.85989999999998,95.61000000000003,,23.27,172.56989999999996
122.41,832.48,95.3001,42.645,155.07,89.9,95.565,,23.26,172.55
122.379,832.13,95.28,42.655,155.03,89.9,95.51,22.5,23.27,172.55
122.37,832.2303,95.27,42.67,155.07,89.89,95.49,22.48,,172.61
122.35,832.115,95.31,42.67,155.01,89.86,95.49,22.46,23.25,172.53
,832.2,95.28,42.68,155.07,89.90999999999998,95.53,,23.25,172.72
122.48,832.0,95.27,42.66,155.1,90.04999999999998,95.54,,23.24,172.71
122.39,832.27,95.27,42.66,155.095,90.00499999999998,95.52,22.47,23.24,172.65
,832.1499999999999,95.24,42.65,155.1,89.98999999999998,95.52,22.45,23.23,172.62
122.384,832.1,,42.65,155.144,89.9,95.5,22.47,23.22,172.61
122.39,832.14,95.2252,42.67,155.12,89.87999999999998,95.55,22.45,23.21,172.57
122.41,832.14,95.25,42.67,,89.87999999999998,95.5,,,172.56
122.37,832.19,95.26,42.65,155.05,89.86,95.46,22.42,,172.41
,832.07,95.29,42.64,155.08,89.84,95.42,22.42,23.19,
122.3,832.24,,42.64,155.06,89.83,95.37,,23.18,172.38
122.32,832.35,95.25,42.63,155.01,89.72,95.34,,23.18,172.3774
,832.5,95.23,42.62,154.99,89.67,95.3,,23.16,172.28
122.315,832.52,95.29,42.62,155.07,89.75,95.37,,23.14,172.26
,,95.27,42.61,154.94999999999996,89.72,95.29,22.37,23.125,172.22
122.26,832.37,95.26,42.61,154.97999999999996,89.64,95.27,22.44,23.19,172.19
,,95.2912,42.615,154.9,89.56,95.17,22.47,23.23,172.19
122.335,832.5499999999998,95.28,42.61,,89.58,95.23,22.4889,23.22,172.315
122.33,,,42.62,,89.59,95.25,22.47,23.2,172.32499999999996
122.3358,832.48,95.32,42.62,154.97999999999996,89.58,95.21,22.4772,23.2,
122.29,832.39,95.31,42.6,154.94,89.51,95.2,22.47,23.21,172.2801
122.26,832.25,95.26,42.6,154.84,89.5,95.26,22.4443,23.17,
,,95.3,42.6,,89.47,95.28,22.45,,172.22
,832.19,95.27,42.6,154.85,89.4,95.175,22.42,23.15,172.11
122.31,832.18,,42.595,154.84,89.43,95.16,22.4692,23.19,172.01
122.32,,95.29,42.595,154.93,89.45,95.13,,23.18,172.1
,832.36,95.34,42.61,154.92700000000002,89.5,95.2,22.45,23.19,172.22999999999996
122.32,832.4774999999998,,42.615,154.94999999999996,89.59999999999998,95.19,22.47,23.1708,172.25
122.36000000000003,832.5,,42.61,154.92,89.59999999999998,95.2,,,172.1
122.36000000000003,832.4939999999999,95.38,42.605,154.94999999999996,89.62999999999998,95.22,22.46,,172.16
122.37,832.52,95.37,42.6,154.93,89.48999999999998,95.21,22.455,23.19,172.08
122.4,832.56,,42.61,154.99,89.46,95.21,,,172.1432
,832.705,95.35,42.595,154.88,89.39,95.25,,,172.17
,832.72,,42.59,154.9,89.4,95.23,22.44,23.18,172.05
,832.64,95.38,42.6,,89.39,95.2,22.424,23.15,172.06
,832.6039999999999,,42.59,154.94,89.53,95.24,,23.1548,171.96
122.41,832.572,95.4,42.6,154.91,89.53,95.27,22.435,23.1698,171.986
,,95.38,42.57,154.91,89.54,95.27,,23.16,171.87
,832.58,95.4,42.55,154.91,89.48,95.18,,23.14,
,832.4960000000001,95.44,42.55,154.87,89.48,95.15,22.44,23.17,171.91
122.4,,95.43,42.55,154.9,89.47,95.13,,,
122.41,832.68,95.42,42.555,154.94999999999996,89.45,95.165,,23.16,172.03
,,95.41,42.56,154.93,89.54999999999998,95.16,22.445,23.17,172.03
,832.89,95.42,42.57,154.96,89.59,95.19,22.43,23.175,
,832.85,95.41,42.56,154.94,89.54999999999998,95.2,22.44,23.17,
122.44,,95.41,42.565,154.89,89.48,95.22,,23.165,172.05
,832.7799999999999,,42.58,,89.495,95.27,,,
,832.88,95.44,42.58,154.915,89.53,95.36000000000003,22.4425,23.19,172.07
122.51,832.98,95.44,42.59,154.94,89.54,95.33,22.43,,172.01
122.52,833.2899999999998,95.47,42.6,154.91,89.5,95.37,,,
122.52,,,42.58,,89.53,95.39,,23.15,
122.47,833.21,95.47,42.56,154.88,89.53,95.35,,23.15,171.93
,833.02,95.44,42.55,154.85,89.51,95.38,22.41,,171.83
122.47,833.13,95.47,42.56,154.92,89.4903,,22.41,23.15,171.84
122.48,832.95,95.46,42.555,154.89,89.51,,,23.16,171.9
,833.115,95.43,42.55,154.92,89.43,95.38,,,
122.43,833.22,95.44,42.5583,154.89,89.48999999999998,95.36000000000003,,,
122.48,833.48,95.45,42.55,154.85,89.40999999999998,95.34,22.44,23.17,171.87
,833.3776,95.49,42.55,154.91,89.45,95.33,22.45,23.16,172.02
,833.37,95.47,,154.92,89.45,95.32,22.43,23.17,172.01
,833.34,95.46,42.55,154.94999999999996,89.43999999999998,95.28,,23.17,172.03
122.41,833.1699999999998,95.44,42.54,154.8766,89.43999999999998,95.18,,23.15,172.0259
122.39,833.1699999999998,95.39,42.53,154.8299,89.4,95.13,22.41,23.15,172.03
,833.24,95.41,42.54,154.92,89.37,95.15,,23.15,172.01
122.38,833.36,95.4303,42.54,,89.40999999999998,95.12,,,
,833.2999999999998,95.42,42.54,154.8,89.34999999999998,95.17,22.41,23.15,
122.42,833.45,95.44,42.55,154.88,89.29999999999998,95.17,22.39,23.12,
122.44,833.46,95.45,42.55,154.94,89.23,95.21,22.35,23.09,172.025
,833.47,95.48,42.54,154.92,89.25,,22.37,23.11,171.94
,833.43,,42.54,,89.25,95.21,,23.11,172.03
122.43,833.5299999999999,95.4729,42.53,154.93,89.2,95.23,22.36,23.1,172.05
122.43,833.5299999999999,95.45,42.54,,89.21,95.26,22.3,23.01,172.03
122.45,833.6599999999999,95.44,42.53,154.91,89.23,95.19,22.31,23.06,172.0
,833.5499999999998,,42.535,154.9732,89.06,95.21,22.305,,172.02
122.39,833.7799999999999,95.42,42.53,154.94999999999996,88.95,95.2,22.32,23.07,172.04
122.32,833.62,95.38,42.53,154.88,88.852,95.15,22.32,23.04,172.1
,833.4249999999998,95.39,42.51,154.79,88.87,95.13,,,172.0775
122.33,833.4099999999999,95.41,42.51,154.8,88.93999999999998,95.18,22.31,23.04,172.03
,833.49,95.3864,,154.79,,95.2,22.29,,
,,95.38,42.5,,88.89,95.2,,,
,833.46,95.379,42.51,154.8599,88.9075,95.24,,23.03,
122.33,833.4199999999998,95.4,42.5,154.84,88.87,95.25,22.3,23.04,
122.34,833.71,95.39,42.51,154.925,88.54999999999998,95.26,22.28,23.0,171.8725
122.3,833.98,95.42,42.5,154.87,88.62999999999998,95.27,,23.01,171.9
,834.0582,95.44,42.5,154.89,88.73,,22.26,23.01,171.8201
,834.0,,42.5,154.8,88.68,95.27,22.27,23.02,
,833.96,95.45,42.51,154.85,88.68,95.29,22.26,23.015,171.9499
122.29,833.94,95.44,42.51,154.82,88.507,95.34,,23.01,171.91
122.27,833.5499999999998,95.43,42.5162,154.8,88.53,95.37,22.26,23.0,171.925
122.29,,,42.51,154.84,88.37999999999998,95.39,,23.0,172.01
,833.9099999999999,,42.52,154.82,88.37999999999998,95.4,,23.01,
,834.0,95.44,42.52,154.84,88.415,95.425,22.28,23.02,172.015
122.34,834.01,95.43,42.52,154.83,88.48,95.41,,,171.94999999999996
,833.9099999999999,95.43,42.525,154.81,88.62999999999998,95.39,,23.0,171.93
122.33,833.99,95.45,42.53,,88.68999999999998,95.39,,,
122.3,,95.45,42.52,154.9,88.65,95.42,22.28,23.0,171.97
122.36000000000003,,95.45,42.54,154.925,88.58,95.39,22.25,23.01,171.955
122.35,834.07,95.47,42.53,154.96,88.59,95.45,22.3,23.05,171.97
122.34,834.01,95.45,42.49,154.895,88.48999999999998,95.4,22.28,23.03,
122.3,833.8999999999999,95.44,42.49,154.83,88.48,95.4,,23.0,
122.3032,833.9999,,42.49,154.9,88.51999999999998,95.41,,,171.965
,834.07,,42.48,154.88,88.54999999999998,95.4,,23.0,171.92
122.34,834.1499999999999,95.43,42.49,154.94999999999996,88.47,95.43,22.255,23.0,
122.34,834.1599999999999,95.43,42.49,154.85,88.48,95.42,,22.99,171.9
122.34,834.1599999999999,95.42,42.49,154.94999999999996,88.51999999999998,95.4,22.24,23.0,171.92
122.36000000000003,834.12,95.42,42.5,154.97,88.43,95.43,,23.01,172.0
122.39,834.1,95.41,42.49,154.82,88.48,95.41,22.28,23.01,
122.39,834.325,95.42,42.49,,88.51,95.43,22.27,23.02,171.93
122.37,834.09,95.41,,154.79,88.61,95.4,22.28,23.02,
122.4,834.21,95.41,42.505,,88.65,95.39,,,171.96
122.41,834.26,,42.49,154.81,88.62,95.37,,,171.94
,834.31,95.42,42.49,154.91,88.64,95.36000000000003,22.28,23.03,
,834.43,95.42250000000003,42.49,,88.68,95.4,,,172.0
122.44,834.64,95.44,42.5,154.89,88.73,95.45,22.3,23.03,171.93
,834.5499999999998,95.47,42.51,154.88,88.62999999999998,95.5,22.28,23.02,171.97
122.51,834.25,95.47,42.5,154.85,88.62,95.43,,23.04,171.945
122.52,834.57,95.48,42.505,155.01,88.59999999999998,95.46,,23.04,172.01
,834.12,,42.505,154.94,88.53,95.44,,23.03,172.015
122.49,834.1001,95.48,42.5,154.9,88.59,,22.28,,
122.5,834.06,95.52,42.505,154.99,88.62,95.42,,23.05,171.99
,,95.51,42.5,154.94999999999996,88.65,95.41,22.3,23.05,172.01
,833.7,95.505,42.5,154.94,88.59,95.39,22.3,23.06,172.03
122.4,833.59,95.5,42.48,154.86,88.62999999999998,95.31,22.3,23.04,171.87
122.4,833.645,,42.48,154.88,,95.38,22.31,23.05,
,833.89,95.5,42.49,154.92,88.65,95.37,22.31,,
122.44,833.84,95.52,42.49,154.97999999999996,88.73999999999998,95.39,,23.04,172.0
122.47,833.83,95.52,42.51,,88.78,95.43,,23.07,172.04
122.44,833.38,95.5,42.48,154.9,88.73,95.4,,23.04,171.8601
,833.36,95.49,,154.93,88.79999999999998,95.41,,23.03,
122.41,833.46,95.5,42.48,154.93,88.79999999999998,95.43,22.29,23.03,
122.44,833.4199999999998,95.54,,154.86,88.78,95.46,,,
,833.59,95.49400000000003,42.5,154.925,88.82,95.46,22.271,,171.935
,833.4633999999999,95.495,42.5,154.9,88.89,95.45,,,171.91
,833.635,95.5,42.5,154.9,,95.46,22.28,23.04,171.93
,833.84,95.51,42.505,154.93,88.90999999999998,95.44,,23.04,171.8665
122.43,833.97,95.515,42.5,,88.93999999999998,95.42,,,171.94
122.4376,833.9425,95.5,42.5,154.97,88.87999999999998,95.44,22.3,23.04,172.0
122.45,833.94,95.43,42.49,154.89,88.86,95.42,22.31,23.05,172.01
122.44,834.0,95.44,42.495,154.86,,95.425,,,171.955
,834.1499999999999,95.43,42.495,154.905,,95.42,22.28,23.06,
122.41,834.1488,95.43,42.495,154.905,88.89,95.43,,23.04,172.02
,834.69,95.44,42.49,154.9,88.8298,95.43,,23.04,172.065
122.43,833.88,95.47,42.49,154.88,88.72,95.38,22.29,23.04,172.03
122.45,,,42.49,154.9,88.73,95.45,,,
122.44,834.08,95.47,42.47,154.86,88.79999999999998,95.44,22.3,23.02,
,,95.45,42.46,154.87,88.82,95.47,22.3099,23.01,172.0
122.39,,95.475,42.47,154.85,88.83,95.44,22.29,23.01,172.03
122.37,833.885,95.44,42.47,154.83,88.73,95.47,22.28,23.01,172.04
122.34,834.46,95.45,42.47,154.91,88.75,95.52,22.28,,172.03
122.38,834.6,95.47,42.475,154.91,88.76999999999998,95.52,22.28,23.03,
122.4,834.62,95.46,42.48,154.97999999999996,88.79999999999998,95.52,,23.04,172.05
,834.45,95.47,42.48,154.94,88.76,95.51,22.31,23.03,172.03
,834.5449999999998,,42.48,154.97,88.79,95.48,22.3,23.04,172.07
122.44,834.59,,42.485,154.93,,95.53,,23.04,172.09
122.4,834.055,95.38,42.47,154.89,88.73,95.535,22.3,23.05,172.02
